system,task_role,source_credit_label,queries,within_label_component_units,mrr,recall_at_1,recall_at_5,recall_at_10,ndcg_at_10,median_true_label_rank,most_common_incorrect_top1_source_credit_label,share_of_incorrect_group_weight_for_common_top1
z-score fusion (shared-text exclusion removed),diagnostic_ablation,YOUNG,21,21,0.373080,0.285714,0.428571,0.523810,0.396519,9.000000,G Sauce,0.200000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,杨布拉德,42,42,0.764685,0.714286,0.809524,0.904762,0.794183,1.000000,jinjibewater,0.083333
z-score fusion (shared-text exclusion removed),diagnostic_ablation,TY,27,27,0.278057,0.148148,0.370370,0.555556,0.333732,9.000000,刘柄鑫,0.173913
z-score fusion (shared-text exclusion removed),diagnostic_ablation,恶童,33,33,0.403435,0.272727,0.606061,0.666667,0.458147,4.000000,滇声气,0.125000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,班比 Bambii,41,41,0.622716,0.487805,0.756098,0.878049,0.678138,2.000000,MULA SAKEE,0.190476
z-score fusion (shared-text exclusion removed),diagnostic_ablation,S1,14,14,0.230266,0.214286,0.214286,0.214286,0.214286,59.000000,张雪飞,0.181818
z-score fusion (shared-text exclusion removed),diagnostic_ablation,neverkilltheape,15,15,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,,0.000000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,Kzoo,43,42,0.673472,0.595238,0.761905,0.833333,0.706817,1.000000,离合,0.117647
z-score fusion (shared-text exclusion removed),diagnostic_ablation,罗言,21,21,0.211461,0.095238,0.285714,0.619048,0.293039,7.000000,张雪飞,0.263158
z-score fusion (shared-text exclusion removed),diagnostic_ablation,阿斯巴田,42,42,0.335849,0.190476,0.428571,0.595238,0.381378,6.000000,张雪飞,0.117647
z-score fusion (shared-text exclusion removed),diagnostic_ablation,笑男孩,28,27,0.143782,0.074074,0.185185,0.333333,0.169096,20.000000,张雪飞,0.160000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,黑麦,33,33,0.652522,0.636364,0.666667,0.696970,0.658974,1.000000,姜云升,0.166667
z-score fusion (shared-text exclusion removed),diagnostic_ablation,张大炮,42,42,0.803962,0.785714,0.809524,0.857143,0.813611,1.000000,YuGo,0.222222
z-score fusion (shared-text exclusion removed),diagnostic_ablation,Rich4ever,29,29,0.764616,0.655172,0.931034,0.931034,0.804871,1.000000,NOTTIBO1,0.300000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,二狗子,22,22,0.860931,0.818182,0.909091,0.909091,0.869588,1.000000,杨和苏KeyNG,0.500000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,FAC-D12,25,25,0.546521,0.480000,0.560000,0.680000,0.567989,2.000000,直火帮,0.153846
z-score fusion (shared-text exclusion removed),diagnostic_ablation,法老,39,39,0.636028,0.538462,0.769231,0.794872,0.670031,1.000000,Nxmad诺曼得,0.166667
z-score fusion (shared-text exclusion removed),diagnostic_ablation,HAS,38,38,0.587612,0.473684,0.710526,0.842105,0.644375,2.000000,张雪飞,0.150000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,NOTTIBO1,22,22,0.788347,0.681818,0.954545,0.954545,0.829734,1.000000,王嘉尔,0.142857
z-score fusion (shared-text exclusion removed),diagnostic_ablation,Busta Z,28,28,0.490345,0.392857,0.571429,0.714286,0.538331,2.000000,滇声气,0.176471
z-score fusion (shared-text exclusion removed),diagnostic_ablation,Athree,22,22,0.238865,0.181818,0.318182,0.318182,0.247657,36.000000,AR,0.222222
z-score fusion (shared-text exclusion removed),diagnostic_ablation,赵山河,31,31,0.513010,0.387097,0.677419,0.709677,0.558980,2.000000,张大炮,0.210526
z-score fusion (shared-text exclusion removed),diagnostic_ablation,Gm仙,27,27,0.797931,0.740741,0.888889,0.888889,0.817097,1.000000,梁维嘉,0.142857
z-score fusion (shared-text exclusion removed),diagnostic_ablation,PO8,39,39,0.731044,0.666667,0.820513,0.871795,0.760535,1.000000,直火帮,0.153846
z-score fusion (shared-text exclusion removed),diagnostic_ablation,斯威特,40,40,0.667402,0.600000,0.725000,0.825000,0.701273,1.000000,张雪飞,0.250000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,八口8uck,33,33,0.417167,0.242424,0.636364,0.727273,0.481116,4.000000,APMOZART,0.200000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,艾热 AIR,22,22,0.202487,0.090909,0.272727,0.409091,0.236735,17.000000,王以太,0.100000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,大狗,21,21,0.369618,0.238095,0.523810,0.666667,0.429246,5.000000,新街口组合,0.250000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,龙胆紫,10,10,0.225811,0.100000,0.400000,0.600000,0.297477,6.000000,爽子,0.333333
z-score fusion (shared-text exclusion removed),diagnostic_ablation,孙八一,34,34,0.804208,0.735294,0.882353,0.941176,0.834767,1.000000,爽子,0.111111
z-score fusion (shared-text exclusion removed),diagnostic_ablation,功夫胖,28,28,0.505021,0.464286,0.571429,0.571429,0.515381,3.000000,C-Block,0.133333
z-score fusion (shared-text exclusion removed),diagnostic_ablation,于漂 eZ Yang Fizz,23,23,0.687100,0.652174,0.739130,0.782609,0.706220,1.000000,PO8,0.375000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,上官承诺,18,18,0.241675,0.111111,0.388889,0.388889,0.265536,12.000000,小鸭哥,0.125000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,BossWang,15,15,0.319350,0.266667,0.333333,0.600000,0.375443,10.000000,V.O.B.,0.181818
z-score fusion (shared-text exclusion removed),diagnostic_ablation,Blow Fever,25,25,0.743917,0.680000,0.880000,0.920000,0.783262,1.000000,李大奔BENZO,0.250000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,ICE,28,28,0.194964,0.142857,0.178571,0.321429,0.206541,25.000000,张雪飞,0.125000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,Kigga,19,19,0.096905,0.000000,0.105263,0.421053,0.154466,18.000000,Jony J,0.157895
z-score fusion (shared-text exclusion removed),diagnostic_ablation,马思唯,32,32,0.446927,0.281250,0.593750,0.750000,0.508250,3.000000,李大奔BENZO,0.260870
z-score fusion (shared-text exclusion removed),diagnostic_ablation,胡彦斌 TIGER HU,33,30,0.430420,0.400000,0.466667,0.466667,0.428712,14.000000,新街口组合,0.166667
z-score fusion (shared-text exclusion removed),diagnostic_ablation,Hotkey金朝,31,30,0.544075,0.533333,0.533333,0.533333,0.533333,1.000000,刘柄鑫,0.142857
z-score fusion (shared-text exclusion removed),diagnostic_ablation,小老虎,18,18,0.496448,0.388889,0.666667,0.722222,0.540650,3.000000,天府事变CDREV,0.181818
z-score fusion (shared-text exclusion removed),diagnostic_ablation,Mercy(lago),42,42,0.615754,0.500000,0.761905,0.833333,0.662326,1.000000,Nxmad诺曼得,0.190476
z-score fusion (shared-text exclusion removed),diagnostic_ablation,光光 (MC),31,31,0.490692,0.354839,0.677419,0.838710,0.564186,4.000000,Jony J,0.100000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,GNS耀耀,13,13,0.072346,0.000000,0.153846,0.153846,0.071591,25.000000,小鸭哥,0.230769
z-score fusion (shared-text exclusion removed),diagnostic_ablation,辛巴,34,34,0.251753,0.147059,0.382353,0.529412,0.305600,9.000000,刘柄鑫,0.137931
z-score fusion (shared-text exclusion removed),diagnostic_ablation,姜云升,33,33,0.662900,0.545455,0.818182,0.818182,0.697455,1.000000,张雪飞,0.400000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,西米,21,21,0.155879,0.047619,0.238095,0.476190,0.216183,15.000000,APMOZART,0.100000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,张千,30,29,0.504622,0.413793,0.586207,0.655172,0.535795,2.000000,刘柄鑫,0.117647
z-score fusion (shared-text exclusion removed),diagnostic_ablation,GALI,33,33,0.546919,0.424242,0.727273,0.818182,0.603600,2.000000,王嘉尔,0.105263
z-score fusion (shared-text exclusion removed),diagnostic_ablation,乃万,38,38,0.206066,0.026316,0.500000,0.631579,0.295148,5.000000,Nxmad诺曼得,0.135135
z-score fusion (shared-text exclusion removed),diagnostic_ablation,小鸭哥,40,40,0.625828,0.525000,0.725000,0.800000,0.663790,1.000000,张雪飞,0.157895
z-score fusion (shared-text exclusion removed),diagnostic_ablation,Ansr J,24,24,0.387925,0.291667,0.458333,0.541667,0.407485,8.000000,李大奔BENZO,0.235294
z-score fusion (shared-text exclusion removed),diagnostic_ablation,Ghost Crew,43,43,0.601407,0.511628,0.697674,0.813953,0.646986,1.000000,爽子,0.190476
z-score fusion (shared-text exclusion removed),diagnostic_ablation,诺米么Lodmemo,12,12,0.469042,0.416667,0.583333,0.583333,0.484794,4.000000,张雪飞,0.428571
z-score fusion (shared-text exclusion removed),diagnostic_ablation,饺子,39,39,0.498191,0.358974,0.692308,0.743590,0.551113,3.000000,张雪飞,0.160000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,九块钱,20,20,0.505959,0.450000,0.550000,0.650000,0.530117,3.000000,廖效浓,0.272727
z-score fusion (shared-text exclusion removed),diagnostic_ablation,KnowKnow,20,20,0.263566,0.150000,0.350000,0.450000,0.295248,15.000000,王嘉尔,0.117647
z-score fusion (shared-text exclusion removed),diagnostic_ablation,阿水YoungBJ,39,39,0.754501,0.666667,0.846154,0.871795,0.778842,1.000000,新街口组合,0.230769
z-score fusion (shared-text exclusion removed),diagnostic_ablation,YOUNGLEGO,26,26,0.406531,0.384615,0.423077,0.423077,0.401180,17.000000,饺子,0.187500
z-score fusion (shared-text exclusion removed),diagnostic_ablation,派克特,18,18,0.249211,0.222222,0.222222,0.333333,0.255005,33.000000,新街口组合,0.142857
z-score fusion (shared-text exclusion removed),diagnostic_ablation,嫩桃弟弟,20,20,0.532031,0.450000,0.700000,0.700000,0.571534,3.000000,离合,0.181818
z-score fusion (shared-text exclusion removed),diagnostic_ablation,黑螺丝,26,26,0.417495,0.269231,0.576923,0.730769,0.483185,3.000000,AR,0.157895
z-score fusion (shared-text exclusion removed),diagnostic_ablation,龙井说唱 孙旭,16,16,0.473064,0.437500,0.500000,0.625000,0.504775,5.000000,爽子,0.333333
z-score fusion (shared-text exclusion removed),diagnostic_ablation,邓典果,24,24,0.458345,0.375000,0.500000,0.500000,0.453866,2.000000,MULA SAKEE,0.266667
z-score fusion (shared-text exclusion removed),diagnostic_ablation,谢帝,21,21,0.564092,0.428571,0.714286,0.714286,0.590133,2.000000,直火帮,0.166667
z-score fusion (shared-text exclusion removed),diagnostic_ablation,阿童木,17,17,0.832283,0.823529,0.823529,0.882353,0.841237,1.000000,天府事变CDREV,0.333333
z-score fusion (shared-text exclusion removed),diagnostic_ablation,GAI,27,27,0.352161,0.185185,0.555556,0.629630,0.411915,4.000000,胡彦斌 TIGER HU,0.227273
z-score fusion (shared-text exclusion removed),diagnostic_ablation,Nxmad诺曼得,37,37,0.704456,0.594595,0.864865,0.864865,0.740826,1.000000,王嘉尔,0.333333
z-score fusion (shared-text exclusion removed),diagnostic_ablation,那奇沃夫,31,31,0.512124,0.387097,0.612903,0.709677,0.550823,2.000000,Six City,0.210526
z-score fusion (shared-text exclusion removed),diagnostic_ablation,呆宝静,21,21,0.107106,0.047619,0.095238,0.190476,0.107708,23.000000,傲傲,0.100000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,爆音Boom,23,23,0.437683,0.391304,0.478261,0.565217,0.457824,6.000000,新街口组合,0.214286
z-score fusion (shared-text exclusion removed),diagnostic_ablation,杨和苏KeyNG,29,29,0.529871,0.448276,0.620690,0.724138,0.569555,3.000000,张雪飞,0.187500
z-score fusion (shared-text exclusion removed),diagnostic_ablation,Tizzy T,37,37,0.457419,0.324324,0.648649,0.810811,0.535188,3.000000,廖效浓,0.200000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,龙泽宇,29,29,0.398480,0.310345,0.482759,0.689655,0.451773,6.000000,直火帮,0.100000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,Sbazzo,31,30,0.483866,0.333333,0.633333,0.766667,0.544622,2.000000,隐藏,0.150000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,大笑,22,22,0.213721,0.136364,0.272727,0.409091,0.246932,19.000000,Jony J,0.157895
z-score fusion (shared-text exclusion removed),diagnostic_ablation,辉子,22,22,0.342247,0.272727,0.409091,0.454545,0.349714,11.000000,杨布拉德,0.125000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,卢慈航,28,27,0.218462,0.111111,0.296296,0.407407,0.246985,15.000000,小鸭哥,0.166667
z-score fusion (shared-text exclusion removed),diagnostic_ablation,Kc,41,41,0.585836,0.512195,0.658537,0.707317,0.606437,1.000000,APMOZART,0.150000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,Jarstick,30,30,0.562065,0.500000,0.600000,0.666667,0.576569,1.000000,新街口组合,0.133333
z-score fusion (shared-text exclusion removed),diagnostic_ablation,Higher Brothers,23,23,0.409161,0.260870,0.478261,0.652174,0.449376,6.000000,马思唯,0.235294
z-score fusion (shared-text exclusion removed),diagnostic_ablation,宝石老舅,34,34,0.427765,0.352941,0.529412,0.647059,0.466355,5.000000,张雪飞,0.136364
z-score fusion (shared-text exclusion removed),diagnostic_ablation,熊猫涂杰,41,41,0.428264,0.341463,0.536585,0.634146,0.463635,5.000000,滇声气,0.185185
z-score fusion (shared-text exclusion removed),diagnostic_ablation,张雪飞,41,41,0.692844,0.609756,0.804878,0.804878,0.715640,1.000000,爽子,0.125000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,No Fear Family,33,33,0.469549,0.424242,0.484848,0.545455,0.475635,7.000000,AR,0.105263
z-score fusion (shared-text exclusion removed),diagnostic_ablation,杀手耗,33,33,0.628516,0.606061,0.636364,0.666667,0.632006,1.000000,G Sauce,0.153846
z-score fusion (shared-text exclusion removed),diagnostic_ablation,揽佬,17,17,0.661953,0.588235,0.764706,0.764706,0.680094,1.000000,李尔新,0.285714
z-score fusion (shared-text exclusion removed),diagnostic_ablation,艾福杰尼,34,34,0.346397,0.176471,0.558824,0.735294,0.429060,4.000000,雲道,0.178571
z-score fusion (shared-text exclusion removed),diagnostic_ablation,说唱东百人,23,23,0.921827,0.913043,0.913043,0.956522,0.926132,1.000000,爽子,0.500000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,大傻 (Damnshine),22,22,0.272271,0.227273,0.272727,0.363636,0.279491,19.000000,满舒克,0.117647
z-score fusion (shared-text exclusion removed),diagnostic_ablation,龙井说唱 孙骁,15,14,0.306829,0.285714,0.285714,0.285714,0.285714,22.000000,Jony J,0.200000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,Dirty Twinz,13,13,0.021665,0.000000,0.000000,0.000000,0.000000,66.000000,王嘉尔,0.076923
z-score fusion (shared-text exclusion removed),diagnostic_ablation,那吾克热-NW,24,24,0.232745,0.041667,0.416667,0.500000,0.288932,8.000000,Six City,0.173913
z-score fusion (shared-text exclusion removed),diagnostic_ablation,雲道,43,42,0.496533,0.333333,0.738095,0.833333,0.573240,3.000000,直火帮,0.107143
z-score fusion (shared-text exclusion removed),diagnostic_ablation,Mac Overseas,23,22,0.304932,0.227273,0.363636,0.500000,0.335334,9.000000,李大奔BENZO,0.117647
z-score fusion (shared-text exclusion removed),diagnostic_ablation,廖效浓,33,33,0.685187,0.606061,0.787879,0.818182,0.711137,1.000000,李大奔BENZO,0.153846
z-score fusion (shared-text exclusion removed),diagnostic_ablation,YoungChigga,43,43,0.736351,0.674419,0.837209,0.883721,0.768617,1.000000,APMOZART,0.142857
z-score fusion (shared-text exclusion removed),diagnostic_ablation,张颜齐,20,20,0.251144,0.200000,0.250000,0.350000,0.261051,24.000000,刘柄鑫,0.125000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,默示船政,48,48,0.632805,0.562500,0.708333,0.750000,0.650287,1.000000,YoungChigga,0.238095
z-score fusion (shared-text exclusion removed),diagnostic_ablation,KITO,30,30,0.646022,0.566667,0.733333,0.900000,0.701198,1.000000,APMOZART,0.230769
z-score fusion (shared-text exclusion removed),diagnostic_ablation,Kandi 侃迪,34,34,0.392117,0.294118,0.470588,0.558824,0.420908,6.000000,G Sauce,0.083333
z-score fusion (shared-text exclusion removed),diagnostic_ablation,西奥,26,25,0.387910,0.320000,0.440000,0.600000,0.426660,7.000000,新街口组合,0.117647
z-score fusion (shared-text exclusion removed),diagnostic_ablation,王齐铭,30,30,0.676708,0.633333,0.700000,0.766667,0.689866,1.000000,Jony J,0.181818
z-score fusion (shared-text exclusion removed),diagnostic_ablation,大D,42,42,0.346446,0.190476,0.476190,0.571429,0.387433,6.000000,河南说唱之神,0.176471
z-score fusion (shared-text exclusion removed),diagnostic_ablation,OG Three,43,43,0.668723,0.581395,0.767442,0.813953,0.699387,1.000000,张雪飞,0.277778
z-score fusion (shared-text exclusion removed),diagnostic_ablation,红手指,6,6,0.258551,0.166667,0.333333,0.333333,0.271822,38.000000,刘柄鑫,0.200000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,万赛文,18,18,0.197201,0.166667,0.166667,0.222222,0.185185,24.000000,王嘉尔,0.133333
z-score fusion (shared-text exclusion removed),diagnostic_ablation,黄旭,23,23,0.247211,0.130435,0.347826,0.521739,0.299308,10.000000,Mercy(lago),0.250000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,吾人莲花,8,8,0.258618,0.250000,0.250000,0.250000,0.250000,68.000000,刘柄鑫,0.166667
z-score fusion (shared-text exclusion removed),diagnostic_ablation,热狗,29,29,0.432957,0.344828,0.482759,0.620690,0.461642,7.000000,张雪飞,0.105263
z-score fusion (shared-text exclusion removed),diagnostic_ablation,Bridge,17,17,0.142669,0.058824,0.176471,0.470588,0.197616,13.000000,CJ BAda$$ (希介),0.125000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,小酷coola,16,15,0.389285,0.300000,0.533333,0.533333,0.417002,4.000000,直火帮,0.190476
z-score fusion (shared-text exclusion removed),diagnostic_ablation,Wya乌鸦,36,36,0.443209,0.333333,0.583333,0.694444,0.495066,4.000000,张雪飞,0.125000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,是Triple M,14,14,0.233171,0.214286,0.214286,0.214286,0.214286,40.000000,GALI,0.181818
