system,task_role,source_credit_label,queries,within_label_component_units,mrr,recall_at_1,recall_at_5,recall_at_10,ndcg_at_10,median_true_label_rank,most_common_incorrect_top1_source_credit_label,share_of_incorrect_group_weight_for_common_top1
z-score fusion (near-duplicate guard removed),diagnostic_ablation,于漂 eZ Yang Fizz,23,23,0.681169,0.652174,0.739130,0.782609,0.701435,1.000000,PO8,0.375000
z-score fusion (near-duplicate guard removed),diagnostic_ablation,上官承诺,18,18,0.242318,0.111111,0.388889,0.388889,0.265536,12.000000,小鸭哥,0.125000
z-score fusion (near-duplicate guard removed),diagnostic_ablation,BossWang,15,15,0.328377,0.266667,0.333333,0.600000,0.382593,9.000000,滇声气,0.181818
z-score fusion (near-duplicate guard removed),diagnostic_ablation,Blow Fever,25,25,0.751536,0.680000,0.880000,0.920000,0.789414,1.000000,离合,0.250000
z-score fusion (near-duplicate guard removed),diagnostic_ablation,ICE,28,28,0.163767,0.107143,0.142857,0.321429,0.182911,24.000000,张雪飞,0.120000
z-score fusion (near-duplicate guard removed),diagnostic_ablation,Kigga,19,19,0.084366,0.000000,0.105263,0.263158,0.101539,21.000000,Jony J,0.157895
z-score fusion (near-duplicate guard removed),diagnostic_ablation,马思唯,32,32,0.442579,0.281250,0.562500,0.812500,0.521641,3.000000,李大奔BENZO,0.260870
z-score fusion (near-duplicate guard removed),diagnostic_ablation,胡彦斌 TIGER HU,33,30,0.415923,0.400000,0.400000,0.466667,0.421627,29.000000,新街口组合,0.166667
z-score fusion (near-duplicate guard removed),diagnostic_ablation,Hotkey金朝,31,30,0.558925,0.533333,0.566667,0.566667,0.554364,1.000000,张雪飞,0.214286
z-score fusion (near-duplicate guard removed),diagnostic_ablation,小老虎,18,18,0.335106,0.222222,0.555556,0.611111,0.389392,5.000000,张雪飞,0.285714
z-score fusion (near-duplicate guard removed),diagnostic_ablation,Mercy(lago),42,42,0.603249,0.476190,0.785714,0.833333,0.653235,2.000000,Nxmad诺曼得,0.181818
z-score fusion (near-duplicate guard removed),diagnostic_ablation,光光 (MC),31,31,0.457711,0.322581,0.580645,0.806452,0.530035,4.000000,APMOZART,0.095238
z-score fusion (near-duplicate guard removed),diagnostic_ablation,GNS耀耀,13,13,0.073986,0.000000,0.153846,0.153846,0.071591,25.000000,小鸭哥,0.384615
z-score fusion (near-duplicate guard removed),diagnostic_ablation,辛巴,34,34,0.253308,0.147059,0.382353,0.529412,0.306889,9.000000,刘柄鑫,0.137931
z-score fusion (near-duplicate guard removed),diagnostic_ablation,姜云升,33,33,0.693334,0.606061,0.818182,0.818182,0.719822,1.000000,张雪飞,0.461538
z-score fusion (near-duplicate guard removed),diagnostic_ablation,西米,21,21,0.164932,0.047619,0.238095,0.476190,0.223105,13.000000,APMOZART,0.100000
z-score fusion (near-duplicate guard removed),diagnostic_ablation,张千,30,29,0.518477,0.413793,0.620690,0.655172,0.545193,2.000000,滇声气,0.176471
z-score fusion (near-duplicate guard removed),diagnostic_ablation,GALI,33,33,0.547804,0.424242,0.727273,0.818182,0.604155,2.000000,王嘉尔,0.105263
z-score fusion (near-duplicate guard removed),diagnostic_ablation,乃万,38,38,0.206285,0.026316,0.500000,0.684211,0.309892,5.000000,Nxmad诺曼得,0.135135
z-score fusion (near-duplicate guard removed),diagnostic_ablation,小鸭哥,40,40,0.653895,0.550000,0.775000,0.800000,0.685387,1.000000,张雪飞,0.222222
z-score fusion (near-duplicate guard removed),diagnostic_ablation,Ansr J,24,24,0.356281,0.250000,0.458333,0.541667,0.385552,8.000000,李大奔BENZO,0.222222
z-score fusion (near-duplicate guard removed),diagnostic_ablation,Ghost Crew,43,43,0.601473,0.511628,0.697674,0.813953,0.646845,1.000000,爽子,0.190476
z-score fusion (near-duplicate guard removed),diagnostic_ablation,诺米么Lodmemo,12,12,0.469505,0.416667,0.583333,0.583333,0.484794,4.000000,张雪飞,0.428571
z-score fusion (near-duplicate guard removed),diagnostic_ablation,饺子,39,39,0.498903,0.358974,0.692308,0.743590,0.551699,3.000000,张雪飞,0.160000
z-score fusion (near-duplicate guard removed),diagnostic_ablation,九块钱,20,20,0.506399,0.450000,0.550000,0.650000,0.530117,3.000000,廖效浓,0.272727
z-score fusion (near-duplicate guard removed),diagnostic_ablation,KnowKnow,20,20,0.287304,0.200000,0.300000,0.450000,0.314237,16.000000,王嘉尔,0.125000
z-score fusion (near-duplicate guard removed),diagnostic_ablation,阿水YoungBJ,39,39,0.750562,0.666667,0.846154,0.871795,0.775485,1.000000,新街口组合,0.230769
z-score fusion (near-duplicate guard removed),diagnostic_ablation,YOUNGLEGO,26,26,0.407677,0.384615,0.423077,0.423077,0.401180,14.000000,饺子,0.187500
z-score fusion (near-duplicate guard removed),diagnostic_ablation,派克特,18,18,0.248423,0.222222,0.222222,0.277778,0.239748,29.000000,天府事变CDREV,0.071429
z-score fusion (near-duplicate guard removed),diagnostic_ablation,嫩桃弟弟,20,20,0.540365,0.450000,0.700000,0.700000,0.578080,2.000000,离合,0.181818
z-score fusion (near-duplicate guard removed),diagnostic_ablation,黑螺丝,26,26,0.430304,0.269231,0.576923,0.730769,0.493320,3.000000,天府事变CDREV,0.157895
z-score fusion (near-duplicate guard removed),diagnostic_ablation,龙井说唱 孙旭,16,16,0.447107,0.375000,0.562500,0.625000,0.483595,4.000000,爽子,0.400000
z-score fusion (near-duplicate guard removed),diagnostic_ablation,邓典果,24,24,0.446152,0.375000,0.500000,0.500000,0.445522,4.000000,MULA SAKEE,0.266667
z-score fusion (near-duplicate guard removed),diagnostic_ablation,谢帝,21,21,0.595959,0.476190,0.714286,0.714286,0.613942,2.000000,直火帮,0.181818
z-score fusion (near-duplicate guard removed),diagnostic_ablation,阿童木,17,17,0.832565,0.823529,0.823529,0.882353,0.841237,1.000000,天府事变CDREV,0.333333
z-score fusion (near-duplicate guard removed),diagnostic_ablation,GAI,27,27,0.378862,0.222222,0.555556,0.666667,0.441879,4.000000,胡彦斌 TIGER HU,0.190476
z-score fusion (near-duplicate guard removed),diagnostic_ablation,Nxmad诺曼得,37,37,0.709132,0.594595,0.864865,0.864865,0.744365,1.000000,王嘉尔,0.333333
z-score fusion (near-duplicate guard removed),diagnostic_ablation,那奇沃夫,31,31,0.512303,0.387097,0.612903,0.709677,0.550823,2.000000,Six City,0.210526
z-score fusion (near-duplicate guard removed),diagnostic_ablation,呆宝静,21,21,0.107828,0.047619,0.095238,0.190476,0.107708,24.000000,张雪飞,0.150000
z-score fusion (near-duplicate guard removed),diagnostic_ablation,爆音Boom,23,23,0.435123,0.391304,0.478261,0.565217,0.455918,6.000000,新街口组合,0.214286
z-score fusion (near-duplicate guard removed),diagnostic_ablation,杨和苏KeyNG,29,29,0.526166,0.448276,0.586207,0.724138,0.566304,3.000000,张雪飞,0.187500
z-score fusion (near-duplicate guard removed),diagnostic_ablation,Tizzy T,37,37,0.457874,0.324324,0.648649,0.783784,0.527969,3.000000,廖效浓,0.240000
z-score fusion (near-duplicate guard removed),diagnostic_ablation,龙泽宇,29,29,0.403586,0.310345,0.482759,0.724138,0.465418,6.000000,雲道,0.150000
z-score fusion (near-duplicate guard removed),diagnostic_ablation,Sbazzo,31,30,0.481029,0.300000,0.666667,0.733333,0.533962,2.000000,隐藏,0.142857
z-score fusion (near-duplicate guard removed),diagnostic_ablation,大笑,22,22,0.212310,0.136364,0.227273,0.454545,0.258679,19.000000,Jony J,0.105263
z-score fusion (near-duplicate guard removed),diagnostic_ablation,辉子,22,22,0.300672,0.227273,0.318182,0.500000,0.330232,10.000000,杨布拉德,0.117647
z-score fusion (near-duplicate guard removed),diagnostic_ablation,卢慈航,28,27,0.231767,0.111111,0.333333,0.444444,0.266243,14.000000,小鸭哥,0.208333
z-score fusion (near-duplicate guard removed),diagnostic_ablation,Kc,41,41,0.574811,0.487805,0.658537,0.707317,0.598575,2.000000,APMOZART,0.142857
z-score fusion (near-duplicate guard removed),diagnostic_ablation,Jarstick,30,30,0.563373,0.500000,0.600000,0.666667,0.577563,1.000000,新街口组合,0.133333
z-score fusion (near-duplicate guard removed),diagnostic_ablation,Higher Brothers,23,23,0.409563,0.260870,0.478261,0.652174,0.449376,6.000000,马思唯,0.235294
z-score fusion (near-duplicate guard removed),diagnostic_ablation,宝石老舅,34,34,0.430706,0.352941,0.529412,0.647059,0.468421,4.000000,GAI,0.136364
z-score fusion (near-duplicate guard removed),diagnostic_ablation,熊猫涂杰,41,41,0.427500,0.341463,0.536585,0.658537,0.469070,5.000000,滇声气,0.185185
z-score fusion (near-duplicate guard removed),diagnostic_ablation,张雪飞,41,41,0.705173,0.634146,0.804878,0.804878,0.724642,1.000000,饺子,0.133333
z-score fusion (near-duplicate guard removed),diagnostic_ablation,No Fear Family,33,33,0.466979,0.424242,0.454545,0.545455,0.473275,8.000000,Nxmad诺曼得,0.105263
z-score fusion (near-duplicate guard removed),diagnostic_ablation,杀手耗,33,33,0.628700,0.606061,0.636364,0.666667,0.632006,1.000000,G Sauce,0.153846
z-score fusion (near-duplicate guard removed),diagnostic_ablation,揽佬,17,17,0.680974,0.647059,0.764706,0.764706,0.695149,1.000000,AR,0.166667
z-score fusion (near-duplicate guard removed),diagnostic_ablation,艾福杰尼,34,34,0.343046,0.176471,0.558824,0.764706,0.434909,4.000000,雲道,0.178571
z-score fusion (near-duplicate guard removed),diagnostic_ablation,说唱东百人,23,23,0.921827,0.913043,0.913043,0.956522,0.926132,1.000000,爽子,0.500000
z-score fusion (near-duplicate guard removed),diagnostic_ablation,大傻 (Damnshine),22,22,0.306767,0.272727,0.318182,0.409091,0.320842,29.000000,满舒克,0.125000
z-score fusion (near-duplicate guard removed),diagnostic_ablation,龙井说唱 孙骁,15,14,0.336983,0.285714,0.357143,0.357143,0.330781,21.000000,Jony J,0.200000
z-score fusion (near-duplicate guard removed),diagnostic_ablation,Dirty Twinz,13,13,0.019453,0.000000,0.000000,0.000000,0.000000,76.000000,王嘉尔,0.076923
z-score fusion (near-duplicate guard removed),diagnostic_ablation,那吾克热-NW,24,24,0.250028,0.083333,0.416667,0.500000,0.302466,10.000000,Six City,0.181818
z-score fusion (near-duplicate guard removed),diagnostic_ablation,雲道,43,42,0.478518,0.309524,0.714286,0.833333,0.559901,3.000000,直火帮,0.103448
z-score fusion (near-duplicate guard removed),diagnostic_ablation,Mac Overseas,23,22,0.290173,0.181818,0.318182,0.545455,0.334951,9.000000,李大奔BENZO,0.111111
z-score fusion (near-duplicate guard removed),diagnostic_ablation,廖效浓,33,33,0.669931,0.575758,0.787879,0.818182,0.699953,1.000000,李大奔BENZO,0.142857
z-score fusion (near-duplicate guard removed),diagnostic_ablation,YoungChigga,43,43,0.727539,0.651163,0.837209,0.860465,0.756078,1.000000,王嘉尔,0.133333
z-score fusion (near-duplicate guard removed),diagnostic_ablation,张颜齐,20,20,0.252324,0.200000,0.250000,0.350000,0.261773,24.000000,刘柄鑫,0.125000
z-score fusion (near-duplicate guard removed),diagnostic_ablation,默示船政,48,48,0.635478,0.562500,0.708333,0.750000,0.651871,1.000000,YoungChigga,0.238095
z-score fusion (near-duplicate guard removed),diagnostic_ablation,KITO,30,30,0.629966,0.533333,0.766667,0.900000,0.689917,1.000000,Nxmad诺曼得,0.214286
z-score fusion (near-duplicate guard removed),diagnostic_ablation,Kandi 侃迪,34,34,0.370504,0.264706,0.441176,0.558824,0.405052,6.000000,G Sauce,0.080000
z-score fusion (near-duplicate guard removed),diagnostic_ablation,西奥,26,25,0.390766,0.320000,0.440000,0.560000,0.418342,6.000000,新街口组合,0.117647
z-score fusion (near-duplicate guard removed),diagnostic_ablation,王齐铭,30,30,0.618731,0.566667,0.633333,0.700000,0.628398,1.000000,刘柄鑫,0.153846
z-score fusion (near-duplicate guard removed),diagnostic_ablation,大D,42,42,0.360465,0.214286,0.500000,0.619048,0.411285,5.000000,河南说唱之神,0.181818
z-score fusion (near-duplicate guard removed),diagnostic_ablation,OG Three,43,43,0.662107,0.581395,0.744186,0.790698,0.687294,1.000000,张雪飞,0.222222
z-score fusion (near-duplicate guard removed),diagnostic_ablation,红手指,6,6,0.258438,0.166667,0.333333,0.333333,0.271822,38.000000,刘柄鑫,0.200000
z-score fusion (near-duplicate guard removed),diagnostic_ablation,万赛文,18,18,0.199146,0.166667,0.166667,0.222222,0.186456,23.000000,王嘉尔,0.133333
z-score fusion (near-duplicate guard removed),diagnostic_ablation,黄旭,23,23,0.257395,0.130435,0.347826,0.434783,0.286188,16.000000,Mercy(lago),0.200000
z-score fusion (near-duplicate guard removed),diagnostic_ablation,吾人莲花,8,8,0.258608,0.250000,0.250000,0.250000,0.250000,68.000000,刘柄鑫,0.166667
z-score fusion (near-duplicate guard removed),diagnostic_ablation,热狗,29,29,0.397193,0.310345,0.448276,0.586207,0.424653,8.000000,Jony J,0.100000
z-score fusion (near-duplicate guard removed),diagnostic_ablation,Bridge,17,17,0.106955,0.000000,0.176471,0.294118,0.125546,14.000000,CJ BAda$$ (希介),0.117647
z-score fusion (near-duplicate guard removed),diagnostic_ablation,小酷coola,16,15,0.329479,0.266667,0.400000,0.400000,0.333333,12.000000,王嘉尔,0.090909
z-score fusion (near-duplicate guard removed),diagnostic_ablation,Wya乌鸦,36,36,0.433952,0.305556,0.611111,0.722222,0.496459,4.000000,王齐铭,0.160000
z-score fusion (near-duplicate guard removed),diagnostic_ablation,是Triple M,14,14,0.172614,0.142857,0.214286,0.214286,0.170489,46.000000,GALI,0.166667
z-score fusion (shared-text exclusion removed),diagnostic_ablation,Six City,9,9,0.889635,0.888889,0.888889,0.888889,0.888889,1.000000,Athree,1.000000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,王以太,24,24,0.308265,0.250000,0.291667,0.333333,0.288832,15.000000,雲道,0.111111
z-score fusion (shared-text exclusion removed),diagnostic_ablation,王嘉尔,37,37,0.861452,0.810811,0.945946,0.972973,0.888278,1.000000,Nxmad诺曼得,0.428571
z-score fusion (shared-text exclusion removed),diagnostic_ablation,福克斯,40,39,0.702679,0.666667,0.717949,0.769231,0.715288,1.000000,天府事变CDREV,0.153846
z-score fusion (shared-text exclusion removed),diagnostic_ablation,徐真真,42,42,0.273306,0.119048,0.428571,0.547619,0.323730,9.000000,张雪飞,0.162162
z-score fusion (shared-text exclusion removed),diagnostic_ablation,隐藏,9,9,0.050795,0.000000,0.111111,0.111111,0.047853,42.000000,爽子,0.222222
z-score fusion (shared-text exclusion removed),diagnostic_ablation,天府事变CDREV,44,44,0.622796,0.545455,0.727273,0.727273,0.644119,1.000000,Nxmad诺曼得,0.150000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,jinjibewater,20,20,0.082383,0.000000,0.150000,0.200000,0.091662,43.000000,班比 Bambii,0.200000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,APMOZART,45,45,0.969444,0.955556,0.977778,1.000000,0.976587,1.000000,G Sauce,0.500000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,多雷 Swang,39,39,0.606316,0.538462,0.743590,0.769231,0.638438,1.000000,张雪飞,0.111111
z-score fusion (shared-text exclusion removed),diagnostic_ablation,刘柄鑫,30,30,0.828147,0.800000,0.866667,0.900000,0.844442,1.000000,张雪飞,0.333333
z-score fusion (shared-text exclusion removed),diagnostic_ablation,国蛋,36,34,0.853011,0.794118,0.882353,0.970588,0.879872,1.000000,雲道,0.285714
z-score fusion (shared-text exclusion removed),diagnostic_ablation,弹壳,10,10,0.008073,0.000000,0.000000,0.000000,0.000000,144.000000,张雪飞,0.200000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,梁维嘉,32,32,0.619115,0.531250,0.750000,0.812500,0.659394,1.000000,爽子,0.133333
z-score fusion (shared-text exclusion removed),diagnostic_ablation,冲天小火煎,18,18,0.108044,0.055556,0.111111,0.277778,0.131258,35.000000,小鸭哥,0.176471
z-score fusion (shared-text exclusion removed),diagnostic_ablation,TOYOKI,35,35,0.266201,0.171429,0.285714,0.600000,0.321880,9.000000,APMOZART,0.137931
z-score fusion (shared-text exclusion removed),diagnostic_ablation,Capper,28,28,0.471444,0.392857,0.500000,0.714286,0.516867,4.000000,王嘉尔,0.117647
z-score fusion (shared-text exclusion removed),diagnostic_ablation,義胜合,12,12,0.765635,0.750000,0.750000,0.833333,0.779684,1.000000,秃子,0.333333
z-score fusion (shared-text exclusion removed),diagnostic_ablation,红狼,12,11,0.195292,0.181818,0.181818,0.181818,0.181818,75.000000,天府事变CDREV,0.222222
z-score fusion (shared-text exclusion removed),diagnostic_ablation,雾都 (Wudu Montana),21,21,0.187666,0.142857,0.142857,0.285714,0.188087,17.000000,AR,0.111111
z-score fusion (shared-text exclusion removed),diagnostic_ablation,zhazha,8,8,0.060361,0.000000,0.125000,0.125000,0.062500,34.000000,Mercy(lago),0.250000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,李大奔BENZO,31,31,0.665843,0.516129,0.870968,0.935484,0.729817,1.000000,MULA SAKEE,0.200000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,丸,21,20,0.519836,0.400000,0.625000,0.800000,0.574599,2.000000,刘柄鑫,0.250000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,Tangoz,36,35,0.577445,0.500000,0.657143,0.742857,0.607521,1.000000,直火帮,0.114286
z-score fusion (shared-text exclusion removed),diagnostic_ablation,离合,28,28,0.967033,0.964286,0.964286,0.964286,0.964286,1.000000,MULA SAKEE,1.000000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,G Sauce,34,34,0.836420,0.794118,0.882353,0.970588,0.866868,1.000000,APMOZART,0.142857
z-score fusion (shared-text exclusion removed),diagnostic_ablation,Cream D,16,16,0.248455,0.125000,0.312500,0.562500,0.308924,8.000000,NOTTIBO1,0.214286
z-score fusion (shared-text exclusion removed),diagnostic_ablation,李佳隆,36,36,0.317499,0.250000,0.361111,0.444444,0.329382,14.000000,KITO,0.111111
z-score fusion (shared-text exclusion removed),diagnostic_ablation,Poorman,9,9,0.045811,0.000000,0.000000,0.222222,0.076616,62.000000,新街口组合,0.222222
z-score fusion (shared-text exclusion removed),diagnostic_ablation,小青龙,29,29,0.138731,0.068966,0.206897,0.344828,0.168683,20.000000,刘柄鑫,0.074074
z-score fusion (shared-text exclusion removed),diagnostic_ablation,吴晨阳,10,10,0.754602,0.700000,0.800000,0.800000,0.763093,1.000000,王嘉尔,0.333333
z-score fusion (shared-text exclusion removed),diagnostic_ablation,Melo,15,15,0.112407,0.066667,0.133333,0.133333,0.095378,33.000000,AR,0.142857
z-score fusion (shared-text exclusion removed),diagnostic_ablation,JD,38,38,0.825578,0.815789,0.842105,0.842105,0.827123,1.000000,徐真真,0.142857
z-score fusion (shared-text exclusion removed),diagnostic_ablation,Korn,25,25,0.415683,0.360000,0.440000,0.560000,0.438142,7.000000,天府事变CDREV,0.125000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,梁老师Tsong,39,38,0.344627,0.263158,0.394737,0.421053,0.342784,12.000000,廖效浓,0.142857
z-score fusion (shared-text exclusion removed),diagnostic_ablation,木秦,34,34,0.464303,0.323529,0.676471,0.705882,0.516526,3.000000,天府事变CDREV,0.130435
z-score fusion (shared-text exclusion removed),diagnostic_ablation,孔令奇,32,32,0.360622,0.250000,0.468750,0.531250,0.387496,6.000000,王嘉尔,0.125000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,鹿奇,42,42,0.576979,0.547619,0.595238,0.666667,0.592035,1.000000,C-Block,0.105263
z-score fusion (shared-text exclusion removed),diagnostic_ablation,ROB93,17,17,0.318698,0.235294,0.352941,0.411765,0.326525,22.000000,APMOZART,0.230769
z-score fusion (shared-text exclusion removed),diagnostic_ablation,泰格西,22,22,0.414486,0.272727,0.590909,0.590909,0.446521,3.000000,APMOZART,0.125000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,王晨宇IceCraz,47,47,0.312886,0.191489,0.425532,0.595745,0.364034,9.000000,张雪飞,0.078947
z-score fusion (shared-text exclusion removed),diagnostic_ablation,Green Soldier,10,10,0.303902,0.200000,0.400000,0.400000,0.313093,11.000000,V.O.B.,0.250000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,傲傲,40,40,0.349138,0.200000,0.550000,0.625000,0.403800,4.000000,廖效浓,0.125000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,CJ BAda$$ (希介),27,27,0.455282,0.333333,0.592593,0.740741,0.514524,4.000000,MULA SAKEE,0.166667
z-score fusion (shared-text exclusion removed),diagnostic_ablation,花生,12,12,0.180227,0.083333,0.250000,0.333333,0.205355,39.000000,雲道,0.181818
z-score fusion (shared-text exclusion removed),diagnostic_ablation,刀脚,23,23,0.533025,0.391304,0.826087,0.869565,0.611109,3.000000,G Sauce,0.357143
z-score fusion (shared-text exclusion removed),diagnostic_ablation,河南说唱之神,46,46,0.803566,0.760870,0.847826,0.913043,0.826892,1.000000,张雪飞,0.181818
z-score fusion (shared-text exclusion removed),diagnostic_ablation,C-Block,43,42,0.406075,0.285714,0.523810,0.690476,0.460227,4.000000,梁维嘉,0.100000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,V.O.B.,15,15,0.706301,0.600000,0.800000,0.800000,0.726186,1.000000,Green Soldier,0.333333
z-score fusion (shared-text exclusion removed),diagnostic_ablation,土人儿,21,21,0.279787,0.190476,0.333333,0.428571,0.296823,16.000000,MULA SAKEE,0.235294
z-score fusion (shared-text exclusion removed),diagnostic_ablation,Surfosho,7,7,0.097049,0.000000,0.142857,0.285714,0.135199,111.000000,neverkilltheape,0.285714
z-score fusion (shared-text exclusion removed),diagnostic_ablation,满舒克,33,33,0.352382,0.181818,0.515152,0.696970,0.423486,3.000000,廖效浓,0.111111
z-score fusion (shared-text exclusion removed),diagnostic_ablation,金熙宇,16,16,0.053714,0.000000,0.062500,0.125000,0.044984,29.000000,杀手耗,0.187500
z-score fusion (shared-text exclusion removed),diagnostic_ablation,Ice Paper,32,32,0.192640,0.031250,0.468750,0.593750,0.281720,7.000000,张雪飞,0.161290
z-score fusion (shared-text exclusion removed),diagnostic_ablation,ljz329,11,11,0.144961,0.090909,0.181818,0.181818,0.136364,39.000000,Mercy(lago),0.300000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,AR,36,36,0.875115,0.861111,0.888889,0.888889,0.875000,1.000000,王嘉尔,0.200000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,黄昭,24,24,0.337197,0.208333,0.458333,0.541667,0.371307,6.000000,YuGo,0.105263
z-score fusion (shared-text exclusion removed),diagnostic_ablation,Over$ize,16,16,0.734972,0.687500,0.750000,0.812500,0.747766,1.000000,AR,0.200000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,直火帮,39,39,0.779372,0.666667,0.897436,0.974359,0.826107,1.000000,Nxmad诺曼得,0.230769
z-score fusion (shared-text exclusion removed),diagnostic_ablation,爽子,17,17,0.931373,0.882353,1.000000,1.000000,0.948878,1.000000,Jony J,0.500000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,Nasty Ray,6,6,0.208368,0.166667,0.166667,0.333333,0.226035,25.000000,天府事变CDREV,0.400000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,望江晴,18,18,0.131430,0.000000,0.166667,0.388889,0.174310,13.000000,张雪飞,0.166667
z-score fusion (shared-text exclusion removed),diagnostic_ablation,Jony J,42,42,0.830901,0.809524,0.833333,0.880952,0.841508,1.000000,天府事变CDREV,0.125000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,SASIOVERLXRD,26,26,0.471701,0.384615,0.615385,0.615385,0.495351,3.000000,G Sauce,0.125000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,张昊,15,15,0.188840,0.066667,0.266667,0.333333,0.204193,17.000000,刘柄鑫,0.285714
z-score fusion (shared-text exclusion removed),diagnostic_ablation,秃子,20,20,0.731859,0.700000,0.750000,0.850000,0.754867,1.000000,梁维嘉,0.166667
z-score fusion (shared-text exclusion removed),diagnostic_ablation,方仔,32,31,0.340759,0.225806,0.483871,0.645161,0.403011,6.000000,张雪飞,0.250000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,404 Rapper,23,23,0.091509,0.000000,0.173913,0.217391,0.108910,57.000000,离合,0.086957
z-score fusion (shared-text exclusion removed),diagnostic_ablation,金蛇 traphouse,6,6,0.599183,0.500000,0.833333,0.833333,0.655113,1.000000,雾都 (Wudu Montana),0.333333
z-score fusion (shared-text exclusion removed),diagnostic_ablation,老黑Black J,11,11,0.306137,0.272727,0.272727,0.363636,0.305110,20.000000,Jony J,0.250000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,坚强的小黄瓜,41,41,0.678604,0.536585,0.878049,0.878049,0.727792,1.000000,张雪飞,0.210526
z-score fusion (shared-text exclusion removed),diagnostic_ablation,C-Low,28,28,0.455777,0.357143,0.535714,0.678571,0.497957,3.000000,王嘉尔,0.111111
z-score fusion (shared-text exclusion removed),diagnostic_ablation,thomeboydontkill,21,21,0.203651,0.142857,0.190476,0.380952,0.225411,15.000000,APMOZART,0.222222
z-score fusion (shared-text exclusion removed),diagnostic_ablation,MULA SAKEE,33,33,0.877331,0.818182,0.939394,0.969697,0.898149,1.000000,APMOZART,0.666667
z-score fusion (shared-text exclusion removed),diagnostic_ablation,DBL.D,12,12,0.175978,0.083333,0.250000,0.333333,0.202663,36.000000,王嘉尔,0.090909
z-score fusion (shared-text exclusion removed),diagnostic_ablation,刘聪 (Key.L),35,35,0.563379,0.457143,0.628571,0.771429,0.604144,2.000000,C-Block,0.157895
z-score fusion (shared-text exclusion removed),diagnostic_ablation,Max马俊,14,14,0.298704,0.214286,0.428571,0.500000,0.337124,10.000000,小鸭哥,0.181818
z-score fusion (shared-text exclusion removed),diagnostic_ablation,连麻Swimming,26,26,0.454054,0.307692,0.576923,0.692308,0.502459,2.000000,小鸭哥,0.111111
z-score fusion (shared-text exclusion removed),diagnostic_ablation,OWVRO老弟,23,23,0.403352,0.304348,0.565217,0.565217,0.429528,4.000000,离合,0.125000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,Vava,26,26,0.105421,0.038462,0.192308,0.230769,0.115854,32.000000,王嘉尔,0.080000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,KKLUV,27,27,0.438484,0.296296,0.629630,0.703704,0.491556,3.000000,那奇沃夫,0.157895
z-score fusion (shared-text exclusion removed),diagnostic_ablation,孤矢,37,37,0.483426,0.378378,0.621622,0.702703,0.526167,3.000000,张雪飞,0.173913
z-score fusion (shared-text exclusion removed),diagnostic_ablation,Turbo嗣尧,20,20,0.064455,0.000000,0.050000,0.250000,0.082880,18.000000,王嘉尔,0.150000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,李尔新,32,32,0.378069,0.250000,0.531250,0.687500,0.443878,4.000000,G Sauce,0.083333
z-score fusion (shared-text exclusion removed),diagnostic_ablation,YuGo,33,33,0.462984,0.333333,0.575758,0.818182,0.539988,4.000000,廖效浓,0.181818
z-score fusion (shared-text exclusion removed),diagnostic_ablation,Regi 陈彦希,12,12,0.058211,0.000000,0.000000,0.250000,0.080641,21.000000,王嘉尔,0.250000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,正义感,18,18,0.292503,0.166667,0.388889,0.500000,0.324444,10.000000,Jony J,0.266667
z-score fusion (shared-text exclusion removed),diagnostic_ablation,southsidesamurai,12,12,0.310874,0.166667,0.333333,0.750000,0.406653,6.000000,爽子,0.300000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,滇声气,23,23,0.594098,0.478261,0.739130,0.826087,0.645402,2.000000,雲道,0.250000
z-score fusion (shared-text exclusion removed),diagnostic_ablation,新街口组合,26,26,0.549138,0.384615,0.730769,0.769231,0.598941,2.000000,张雪飞,0.312500
