model,artist_label_id,candidate_event_count_before_leakage_filter,leakage_excluded_event_count,leakage_safe_event_count,predicted_event_count,end_to_end_event_coverage,metric_status,top1_accuracy,top3_accuracy,top5_accuracy,mrr
hierarchical_sgd_no_source_label,大D,282,10,272,272,0.9645390070921985,reported,0.533088,0.75,0.841912,0.66818
hierarchical_sgd_no_source_label,大傻 (Damnshine),357,8,349,349,0.9775910364145658,reported,0.610315,0.69914,0.799427,0.691677
hierarchical_sgd_no_source_label,大狗,275,86,189,189,0.6872727272727273,reported,0.592593,0.772487,0.809524,0.700708
hierarchical_sgd_no_source_label,大笑,201,0,201,201,1.0,reported,0.507463,0.701493,0.766169,0.632922
hierarchical_sgd_no_source_label,天府事变CDREV,94,0,94,94,1.0,reported,0.308511,0.62766,0.680851,0.498156
hierarchical_sgd_no_source_label,姜云升,421,14,407,407,0.9667458432304038,reported,0.41769,0.687961,0.783784,0.574498
hierarchical_sgd_no_source_label,嫩桃弟弟,72,0,72,72,1.0,reported,0.777778,0.916667,0.930556,0.846713
hierarchical_sgd_no_source_label,孔令奇,137,0,137,137,1.0,reported,0.532847,0.722628,0.810219,0.646084
hierarchical_sgd_no_source_label,孙八一,295,49,246,246,0.8338983050847457,reported,0.605691,0.715447,0.760163,0.684215
hierarchical_sgd_no_source_label,孤矢,268,26,242,242,0.9029850746268657,reported,0.512397,0.690083,0.756198,0.629494
hierarchical_sgd_no_source_label,孩子王jake,26,0,26,26,1.0,reported,0.346154,0.615385,0.692308,0.511062
hierarchical_sgd_no_source_label,宝石老舅,260,4,256,256,0.9846153846153847,reported,0.632812,0.828125,0.902344,0.746323
hierarchical_sgd_no_source_label,小老虎,501,81,420,420,0.8383233532934131,reported,0.471429,0.654762,0.728571,0.598219
hierarchical_sgd_no_source_label,小酷coola,197,0,197,197,1.0,reported,0.441624,0.695431,0.786802,0.603083
hierarchical_sgd_no_source_label,小青龙,152,0,152,152,1.0,reported,0.625,0.75,0.828947,0.714958
hierarchical_sgd_no_source_label,小鸭哥,346,2,344,344,0.9942196531791907,reported,0.549419,0.712209,0.811047,0.662966
hierarchical_sgd_no_source_label,廖效浓,117,0,117,117,1.0,reported,0.512821,0.623932,0.752137,0.615728
hierarchical_sgd_no_source_label,张千,234,4,230,230,0.9829059829059829,reported,0.695652,0.83913,0.891304,0.782214
hierarchical_sgd_no_source_label,张大炮,390,8,382,382,0.9794871794871794,reported,0.510471,0.670157,0.753927,0.625479
hierarchical_sgd_no_source_label,张愚歌,157,0,157,157,1.0,reported,0.496815,0.630573,0.713376,0.605997
hierarchical_sgd_no_source_label,张昊,185,0,185,185,1.0,reported,0.416216,0.686486,0.745946,0.582154
hierarchical_sgd_no_source_label,张雪飞,361,8,353,353,0.9778393351800554,reported,0.524079,0.72238,0.813031,0.651177
hierarchical_sgd_no_source_label,张颜齐,238,7,231,231,0.9705882352941176,reported,0.549784,0.722944,0.800866,0.662536
hierarchical_sgd_no_source_label,弹壳,92,0,92,92,1.0,reported,0.586957,0.771739,0.847826,0.710236
hierarchical_sgd_no_source_label,徐真真,286,2,284,284,0.993006993006993,reported,0.478873,0.697183,0.78169,0.611256
hierarchical_sgd_no_source_label,恶童,258,2,256,256,0.9922480620155039,reported,0.523438,0.6875,0.792969,0.638864
hierarchical_sgd_no_source_label,揽佬,133,5,128,128,0.9624060150375939,reported,0.445312,0.570312,0.65625,0.556899
hierarchical_sgd_no_source_label,斯威特,475,4,471,471,0.991578947368421,reported,0.524416,0.713376,0.802548,0.647533
hierarchical_sgd_no_source_label,新街口组合,292,56,236,236,0.8082191780821918,reported,0.411017,0.682203,0.762712,0.577572
hierarchical_sgd_no_source_label,方仔,219,2,217,217,0.9908675799086758,reported,0.488479,0.677419,0.760369,0.616998
hierarchical_sgd_no_source_label,是Triple M,86,0,86,86,1.0,reported,0.372093,0.604651,0.697674,0.517582
hierarchical_sgd_no_source_label,望江晴,109,1,108,108,0.9908256880733946,reported,0.37963,0.574074,0.703704,0.529319
hierarchical_sgd_no_source_label,木秦,295,2,293,293,0.9932203389830508,reported,0.481229,0.720137,0.798635,0.628212
hierarchical_sgd_no_source_label,杀手耗,267,3,264,264,0.9887640449438202,reported,0.496212,0.738636,0.80303,0.64774
hierarchical_sgd_no_source_label,李佳隆,298,10,288,288,0.9664429530201343,reported,0.40625,0.659722,0.739583,0.568621
hierarchical_sgd_no_source_label,李大奔BENZO,206,2,204,204,0.9902912621359223,reported,0.465686,0.720588,0.838235,0.625259
hierarchical_sgd_no_source_label,李尔新,399,5,394,394,0.9874686716791979,reported,0.411168,0.601523,0.705584,0.550517
hierarchical_sgd_no_source_label,杨和苏KeyNG,654,72,582,582,0.8899082568807339,reported,0.426117,0.690722,0.793814,0.588971
hierarchical_sgd_no_source_label,杨布拉德,274,2,272,272,0.9927007299270073,reported,0.606618,0.783088,0.856618,0.719103
hierarchical_sgd_no_source_label,梁维嘉,658,10,648,648,0.9848024316109423,reported,0.537037,0.695988,0.771605,0.64775
hierarchical_sgd_no_source_label,梁老师Tsong,203,57,146,146,0.7192118226600985,reported,0.458904,0.691781,0.767123,0.597587
hierarchical_sgd_no_source_label,正义感,258,7,251,251,0.9728682170542635,reported,0.521912,0.804781,0.868526,0.675979
hierarchical_sgd_no_source_label,武生,140,0,140,140,1.0,reported,0.571429,0.828571,0.957143,0.720289
hierarchical_sgd_no_source_label,江旻勋,62,0,62,62,1.0,reported,0.403226,0.629032,0.725806,0.555684
hierarchical_sgd_no_source_label,河南说唱之神,283,6,277,277,0.9787985865724381,reported,0.509025,0.696751,0.823105,0.641792
hierarchical_sgd_no_source_label,法老,671,146,525,525,0.7824143070044709,reported,0.481905,0.721905,0.771429,0.623353
hierarchical_sgd_no_source_label,泰格西,135,1,134,134,0.9925925925925926,reported,0.589552,0.731343,0.791045,0.686427
hierarchical_sgd_no_source_label,派克特,507,32,475,475,0.9368836291913215,reported,0.372632,0.635789,0.715789,0.535497
hierarchical_sgd_no_source_label,滇声气,346,4,342,342,0.9884393063583815,reported,0.438596,0.614035,0.71345,0.569542
hierarchical_sgd_no_source_label,满舒克,433,47,386,386,0.8914549653579676,reported,0.559585,0.774611,0.834197,0.685425
hierarchical_sgd_no_source_label,热狗,278,12,266,266,0.9568345323741008,reported,0.394737,0.639098,0.695489,0.546653
hierarchical_sgd_no_source_label,熊猫涂杰,360,4,356,356,0.9888888888888889,reported,0.570225,0.730337,0.80618,0.681182
hierarchical_sgd_no_source_label,爆音Boom,174,1,173,173,0.9942528735632183,reported,0.560694,0.734104,0.815029,0.676379
hierarchical_sgd_no_source_label,爽子,683,5,678,678,0.9926793557833089,reported,0.482301,0.678466,0.783186,0.617709
hierarchical_sgd_no_source_label,王以太,328,8,320,320,0.975609756097561,reported,0.49375,0.76875,0.8625,0.652457
hierarchical_sgd_no_source_label,王嘉尔,27,0,27,27,1.0,reported,0.481481,0.777778,0.814815,0.632937
hierarchical_sgd_no_source_label,王晨宇IceCraz,424,12,412,412,0.9716981132075472,reported,0.451456,0.643204,0.759709,0.588879
hierarchical_sgd_no_source_label,王齐铭,319,0,319,319,1.0,reported,0.677116,0.793103,0.824451,0.753988
hierarchical_sgd_no_source_label,班比 Bambii,253,4,249,249,0.9841897233201581,reported,0.39759,0.554217,0.678715,0.528221
hierarchical_sgd_no_source_label,直火帮,380,9,371,371,0.9763157894736842,reported,0.587601,0.762803,0.789757,0.693358
hierarchical_sgd_no_source_label,福克斯,397,8,389,389,0.9798488664987406,reported,0.529563,0.802057,0.840617,0.679865
hierarchical_sgd_no_source_label,离合,106,3,103,103,0.9716981132075472,reported,0.631068,0.786408,0.834951,0.728975
hierarchical_sgd_no_source_label,秃子,345,2,343,343,0.9942028985507246,reported,0.521866,0.696793,0.795918,0.642426
hierarchical_sgd_no_source_label,笑男孩,144,0,144,144,1.0,reported,0.388889,0.541667,0.6875,0.524331
hierarchical_sgd_no_source_label,红手指,55,1,54,54,0.9818181818181818,reported,0.462963,0.703704,0.796296,0.611427
hierarchical_sgd_no_source_label,红狼,72,0,72,72,1.0,reported,0.430556,0.833333,0.916667,0.624863
hierarchical_sgd_no_source_label,罗言,227,1,226,226,0.9955947136563876,reported,0.482301,0.654867,0.734513,0.602745
hierarchical_sgd_no_source_label,義胜合,46,0,46,46,1.0,reported,0.369565,0.673913,0.717391,0.544761
hierarchical_sgd_no_source_label,老黑Black J,47,0,47,47,1.0,reported,0.702128,0.808511,0.851064,0.771031
hierarchical_sgd_no_source_label,胡彦斌 TIGER HU,168,2,166,166,0.9880952380952381,reported,0.771084,0.903614,0.909639,0.845396
hierarchical_sgd_no_source_label,艾热 AIR,463,6,457,457,0.9870410367170627,reported,0.319475,0.632385,0.726477,0.508687
hierarchical_sgd_no_source_label,艾福杰尼,347,22,325,325,0.9365994236311239,reported,0.563077,0.732308,0.796923,0.672719
hierarchical_sgd_no_source_label,花生,92,0,92,92,1.0,reported,0.478261,0.695652,0.793478,0.623346
hierarchical_sgd_no_source_label,街球帝,39,0,39,39,1.0,reported,0.230769,0.435897,0.589744,0.402112
hierarchical_sgd_no_source_label,西奥,250,6,244,244,0.976,reported,0.532787,0.704918,0.766393,0.648461
hierarchical_sgd_no_source_label,西米,75,0,75,75,1.0,reported,0.466667,0.586667,0.8,0.587031
hierarchical_sgd_no_source_label,许恒PDG,49,0,49,49,1.0,reported,0.530612,0.693878,0.816327,0.656495
hierarchical_sgd_no_source_label,说唱东百人,210,9,201,201,0.9571428571428572,reported,0.437811,0.686567,0.756219,0.595815
hierarchical_sgd_no_source_label,诺米么Lodmemo,117,0,117,117,1.0,reported,0.410256,0.709402,0.786325,0.588883
hierarchical_sgd_no_source_label,谢帝,331,0,331,331,1.0,reported,0.416918,0.670695,0.761329,0.579598
hierarchical_sgd_no_source_label,赣斯特,40,0,40,40,1.0,reported,0.625,0.8,0.85,0.726126
hierarchical_sgd_no_source_label,赵山河,327,2,325,325,0.9938837920489296,reported,0.572308,0.72,0.781538,0.676398
hierarchical_sgd_no_source_label,辉子,312,6,306,306,0.9807692307692307,reported,0.539216,0.663399,0.764706,0.638069
hierarchical_sgd_no_source_label,辛巴,332,8,324,324,0.9759036144578314,reported,0.540123,0.762346,0.854938,0.680288
hierarchical_sgd_no_source_label,连麻Swimming,359,29,330,330,0.9192200557103064,reported,0.469697,0.618182,0.748485,0.589848
hierarchical_sgd_no_source_label,邓典果,384,3,381,381,0.9921875,reported,0.511811,0.703412,0.75853,0.63481
hierarchical_sgd_no_source_label,那吾克热-NW,271,12,259,259,0.955719557195572,reported,0.509653,0.741313,0.853282,0.656037
hierarchical_sgd_no_source_label,那奇沃夫,203,2,201,201,0.9901477832512315,reported,0.338308,0.636816,0.736318,0.520749
hierarchical_sgd_no_source_label,金熙宇,156,0,156,156,1.0,reported,0.589744,0.782051,0.884615,0.711884
hierarchical_sgd_no_source_label,金蛇 traphouse,727,3,724,724,0.9958734525447043,reported,0.487569,0.685083,0.770718,0.621769
hierarchical_sgd_no_source_label,阿之,32,0,32,32,1.0,reported,0.34375,0.6875,0.8125,0.544768
hierarchical_sgd_no_source_label,阿斯巴田,213,10,203,203,0.9530516431924883,reported,0.403941,0.783251,0.827586,0.610411
hierarchical_sgd_no_source_label,阿水YoungBJ,304,2,302,302,0.993421052631579,reported,0.556291,0.745033,0.827815,0.676619
hierarchical_sgd_no_source_label,阿童木,202,2,200,200,0.9900990099009901,reported,0.33,0.555,0.65,0.482081
hierarchical_sgd_no_source_label,隐藏,18,1,17,17,0.9444444444444444,suppressed_below_20_events,,,,
hierarchical_sgd_no_source_label,雲道,240,3,237,237,0.9875,reported,0.485232,0.704641,0.801688,0.633636
hierarchical_sgd_no_source_label,雾都 (Wudu Montana),115,6,109,109,0.9478260869565217,reported,0.577982,0.678899,0.798165,0.675169
hierarchical_sgd_no_source_label,顾帅,159,2,157,157,0.9874213836477987,reported,0.630573,0.770701,0.866242,0.729236
hierarchical_sgd_no_source_label,饺子,319,9,310,310,0.9717868338557993,reported,0.580645,0.751613,0.819355,0.69326
hierarchical_sgd_no_source_label,马思唯,298,2,296,296,0.9932885906040269,reported,0.587838,0.726351,0.804054,0.685491
hierarchical_sgd_no_source_label,鹤无双,56,0,56,56,1.0,reported,0.464286,0.732143,0.767857,0.624436
hierarchical_sgd_no_source_label,鹿奇,170,0,170,170,1.0,reported,0.635294,0.741176,0.823529,0.713968
hierarchical_sgd_no_source_label,黄旭,474,46,428,428,0.9029535864978903,reported,0.39486,0.661215,0.731308,0.562921
hierarchical_sgd_no_source_label,黄昭,145,0,145,145,1.0,reported,0.572414,0.765517,0.868966,0.69318
hierarchical_sgd_no_source_label,黑螺丝,104,3,101,101,0.9711538461538461,reported,0.405941,0.732673,0.851485,0.59708
hierarchical_sgd_no_source_label,黑麦,271,1,270,270,0.996309963099631,reported,0.414815,0.703704,0.814815,0.585775
hierarchical_sgd_no_source_label,默示船政,506,13,493,493,0.974308300395257,reported,0.567951,0.728195,0.805274,0.68114
hierarchical_sgd_no_source_label,龙井说唱 孙旭,250,0,250,250,1.0,reported,0.596,0.752,0.816,0.704724
hierarchical_sgd_no_source_label,龙井说唱 孙骁,99,2,97,97,0.9797979797979798,reported,0.412371,0.680412,0.742268,0.574212
hierarchical_sgd_no_source_label,龙井说唱益晗,32,0,32,32,1.0,reported,0.40625,0.75,0.8125,0.600074
hierarchical_sgd_no_source_label,龙泽宇,189,5,184,184,0.9735449735449735,reported,0.48913,0.701087,0.771739,0.627801
hierarchical_sgd_no_source_label,龙胆紫,117,1,116,116,0.9914529914529915,reported,0.353448,0.586207,0.672414,0.508125
